id;is_misinfo;Tweets,,,,,,,,,,,,,
1,34361E+18;0;Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,,,,,,,,,,,,
"Known to cause CANCER in animals and linked to numerous autoimmune issues and infertility.""",,,,,,,,,,,,,
1,36002E+18;1;If you care about your health,  watch this video.  Mongoose: Video, Dr. Sherri Tenpenny on Depopulation Vaccine https://t.co/Bgls8FWZGT via @OSSRobertSteele,,,,,,,,,,
1,3611E+18;0;The best Valentine is knowing that your parents have had their second dose of the vaccine! https://t.co/2us9ORgBvI,,,,,,,,,,,,
1,38734E+18;0;As soon as your #VaccinesWork your feet turn off and you're free #COVID19 it help to be #vaccine,,,,,,,,,,,,
1,"38682E+18;1;""ICYMI:  ",,,,,,,,,,,,
Former Pfizer Vice President Warns of Dangerous Vaccine Testing Fraud,,,,,,,,,,,,,
"https://t.co/OfAFhPmaXl https://t.co/qoJpqBjGJI""",,,,,,,,,,,,,
1,38827E+18;0;A vaccine may be your ticket to Europe this summer https://t.co/YwpGyQSj6A via @NatGeoTravel #Europe #travel #ttot,,,,,,,,,,,,
1,34223E+18;0;If you drank limited edition game fuel with Master Chief on it you don’t have to worry about what’s in the vaccine,,,,,,,,,,,,
1,38782E+18;0;Happy Vaccine Day! Thanks to @SW_PublicHealth @TillsonburgTown and @OxfordParamedic for all your hard work! #vaccinated https://t.co/H5ouy0F5Br,,,,,,,,,,,,
1,36034E+18;0;I got my first dose of the vaccine today didn’t feel a thing <U+0001F60A>I’m doing ok now,,,,,,,,,,,,
1,35989E+18;1;At least 8 elderly people from Arkansas and Kentucky have died after being given the COVID-1984 vaccine, all of them having previously been stricken with and beaten Covid..... don’t take the fucking depopulation vaccines!,,,,,,,,,,,
1,35917E+18;0;I just got my first covid vaccine. However, I must admit I am feeling some guilt as my parents, who are both 70, are on multiple waiting lists in Missouri for the vaccine. I hope this process becomes less complicated soon! #GetVaccinated,,,,,,,,,
1,38741E+18;0;President Tim Goddard shares why vaccine education and global unity are critical to fighting #COVID19 and other preventable diseases. Read more: #WorldImmunizationWeek #vaccineswork,,,,,,,,,,,,
1,34392E+18;0;My 84 yr old parents will receive the covid vaccine in Jan after 11 mths in isolation. I will never forget the look on my fathers face when he told me. Relief and joy. I am so grateful to all the scientists, covid volunteers and health professionals, millions of us are, millions.,,,,,,,,,
1,38828E+18;0;Canadian athletes to have vaccine access before Tokyo Games https://t.co/XXD1qW2eaI https://t.co/AC6C6D1gf1,,,,,,,,,,,,
1,36037E+18;0;Received my first dose yesterday of the Pfizer vac. Beyond thankful!,,,,,,,,,,,,
1,34622E+18;0;Y’all take the vaccine yet ? <U+0001F914>,,,,,,,,,,,,
1,37376E+18;0;Patiently waiting to be able to get my vaccine. Many of my friends who live outside of New York State have are getting them soon!,,,,,,,,,,,,
1,"39014E+18;0;""Got my second Pfizer shot today", napped, and had dinner with a great friend to celebrate her turning another year wiser. ,,,,,,,,,,
,,,,,,,,,,,,,
"Feeling extra grateful right now. <U+0001F49B>""",,,,,,,,,,,,,
1,34243E+18;0;if you kin yuri from yarichin, dont worry about what's in the vaccine,,,,,,,,,,,
1,36032E+18;0;getting my first dose of the vaccine in an hour. currently treating myself to a mimosa bc a bitch hates needles :p,,,,,,,,,,,,
1,38712E+18;0;if you ever drank hootch from a cooler at a frat house ... don't worry about what's in the covid vaccine,,,,,,,,,,,,
1,3422E+18;0;If you ever used the bathroom at Qs you don’t need to worry about what’s in the vaccine,,,,,,,,,,,,
1,34687E+18;0;Mum had now had the vaccine. Phew.,,,,,,,,,,,,
1,34619E+18;1;Boris Johnson is literally pinning all hopes on this unproven vaccine and if that doesn't work, what will he do then? <U+0001F644>,,,,,,,,,,,
1,"38568E+18;1;""There can never be vaccines",,,,,,,,,,,,
All vaccines are phony.,,,,,,,,,,,,,
Because he didn't even make it clear that this virus is a Bioweapon? Or is it from nature?,,,,,,,,,,,,,
How can you have a vaccine?,,,,,,,,,,,,,
"Never in the history of mankind has a vaccine been produced in just 60 days or 6 months. https://t.co/lDFaD6jAvx""",,,,,,,,,,,,,
1,"36042E+18;1;""Anyone thinking of taking the vaccine MUST watch this..",,,,,,,,,,,,
,,,,,,,,,,,,,
"Dr. sherri Tenpenny Explains how the Depopulation Vaccine will Work over 6 Months https://t.co/7zTUB9crWw via @BitChute""",,,,,,,,,,,,,
1,34552E+18;1;Did Nancy Pelosi take the toxic vaccine?,,,,,,,,,,,,
1,36027E+18;1;Just so I understand: the majority of people in this country want children to have an untested vaccine that potentially alters their DNA and immune systems? Nuremberg trials strictly forbids such horrific actions. Under any circumstances.,,,,,,,,,,,,
1,34218E+18;0;If you eat ass don't worry about what's in the vaccine,,,,,,,,,,,,
1,"37175E+18;1;""Webinar on #Duchenne &amp; COVID vaccines now available:",,,,,,,,,,,,
<U+2192> How do COVID vaccines work? ,,,,,,,,,,,,,
<U+2192> When is the best time to get vaccinated when you're on steroids? ,,,,,,,,,,,,,
<U+2192> If I get a vaccine, will I be able to join gene therapy trials?,,,,,,,,,,,,
<U+0001F1EA><U+0001F1F8> Subtítulos en español ,,,,,,,,,,,,,
"https://t.co/dNab8J7jYq""",,,,,,,,,,,,,
1,3448E+18;1;A paper that feels it’s necessary to peddle a rushed vaccine. Have two “celebs??” endorse it. Something you wouldn’t have to do in a actual pandemic. Still think this is about a virus? <U+0001F447><U+0001F447><U+0001F447> https://t.co/2ZcGSGQeWN,,,,,,,,,,,,
1,3876E+18;0;https://t.co/EYrQ2muOqO lists over 500 clinics with #COVID19Vaccine for #Washington! Let's get every one #vaccinated to turn our numbers around! Use our double secret phone number 425 292 1727 to have three clinics with #vaccine in your zip code texted to you! Follow and retweet!,,,,,,,,,,,,
1,39004E+18;0;Trisha Yearwood Is 'Grateful' to Receive the First Dose of COVID Vaccine After Contracting Virus https://t.co/84eQ7gWxOm,,,,,,,,,,,,
1,37162E+18;1;Is this a vaccine or is it gene therapy?  Write your congress people and ask that question.  We need the answer.,,,,,,,,,,,,
1,"38743E+18;0;""#Open  #ElectionRoll wise #vaccination  #Booth so every body gets#vaccine #N those whose names R missing enjoy #freshly enroll their names ",,,,,,,,,,,,
"#VaccinesWork""",,,,,,,,,,,,,
1,3592E+18;1;It's Gene Therapy, Not a Vaccine https://t.co/zDblHGdzsv,,,,,,,,,,,
1,36025E+18;0;Oh my goodness I could cry, my dad has just booked his covid vaccine for next week.,,,,,,,,,,,
1,35905E+18;1;”Did you know that mRNA COVID-19 vaccines aren’t vaccines in the medical and legal definition of a vaccine? They do not prevent you from getting the infection, nor do they prevent its spread. They’re really experimental gene therapies.” Läs på mercola . com Ta bort mellanrummen,,,,,,,,,,,
1,"39009E+18;0;""Gym update; despite losing days due to vaccine and sore throat", ab crunches are now easier and I am down two pounds,,,,,,,,,,,
"Yayyy""",,,,,,,,,,,,,
1,3875E+18;0;Wheeee just got vaccinated! #Moderna #vaccinated #SuckItCOVID,,,,,,,,,,,,
1,37415E+18;0;im getting my first covid vaccine tomorrow :D,,,,,,,,,,,,
1,35922E+18;0;My dad finally just got his first vaccine! It wasn’t easy to get an appointment! He is 80!,,,,,,,,,,,,
1,36027E+18;0;Second dose of the Moderna COVID vaccine. https://t.co/V9F05nTdzd,,,,,,,,,,,,
1,36026E+18;0;Booked in for my covid vaccine tonight!! (I’m frontline so I get priority vaccinations) wish me luck!!,,,,,,,,,,,,
1,"38754E+18;0;""Child care providers are now eligible for the COVID-19 vaccine. Check out our toolkit for materials to help inform and encourage providers to get #vaccinated!",,,,,,,,,,,,
"https://t.co/kdiXzF5hzf https://t.co/nZpCUc2dd7""",,,,,,,,,,,,,
1,34336E+18;0;Just got my first dose for the Covid vaccine!,,,,,,,,,,,,
1,37262E+18;1;https://t.co/CDqfcY4kES.  Still controlled opposition. For one, it isn’t a vaccine. 2 it or any virus has never been isolated. They seem to still be all steering you from these facts. No immunity if it is a gene therapy.,,,,,,,,,,,
1,"34192E+18;1;""https://t.co/OuLNx2CMg1 ",,,,,,,,,,,,
"CEO of Biotech Firm Confirms mRNA Vaccine Dangerous Bioweapon""",,,,,,,,,,,,,
1,3741E+18;0;I’m fully #vaccinated  <U+0001F489><U+0001F637> #Moderna #COVID19,,,,,,,,,,,,
1,"34189E+18;1;""SIDNEY POWELL ALREADY APPOINTED AS SPECIAL COUNSEL! BUT....[TRUMP REJECT... https://t.co/smo3JuE6gF via @YouTube ",,,,,,,,,,,,
WOW*** In other words Biden is saying,., Less Colored people due to the DEPOPULATION with the COVID-19 Vaccine PUSH,"
1,34425E+18;0;Look maybe I should be grateful I’m even on the list. But I’m annoyed any time I see a politician getting the vaccine before me", a person who works as a receptionist for an eye doctor office.,,,,,,,,,
"Like. I had covid. I would like NOT to have it again.""",,,,,,,,,,,,,
1,"35871E+18;1;""Mounting evidence against the experimental vaccines #covid #snow #SuperBowl #AstraZeneca #BBCBreakfast #dogecoin #Ethereum",,,,,,,,,,,,
"https://t.co/ck4tIiS2M8""",,,,,,,,,,,,,
1,34476E+18;1;Former FEMA operative Celeste Solum talks with David Icke: ‘The Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation and the synthetic transformation of the human body’ https://t.co/5bSXxHD1N1,,,,,,,,,,,,
1,34686E+18;0;If you’ve eaten here you do not have to worry about what’s in the vaccine https://t.co/EumyT6ae7H,,,,,,,,,,,,
1,34671E+18;0;if you skip reflection and first love, don't worry about what's in the vaccine,,,,,,,,,,,
1,34221E+18;0;If you have a Dream, George, Sapnap pfp you do NOT have to worry about whats in the COVID-19 Vaccine,,,,,,,,,,
1,3726E+18;1;Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/QkrmU1udFT https://t.co/cPe47nBgaZ,,,,,,,,,,,,
1,35932E+18;0;Q: Who should not get a COVID vaccine?,,,,,,,,,,,,
1,34663E+18;0;if you drink original monster then don’t worry about what’s in the vaccine,,,,,,,,,,,,
1,39045E+18;1;SITUATION UPDATE: BEWARE THE FINANCIAL FALLOUT FROM THE VACCINE BIOWEAPONS DEATH WAVE???/??/??///??????? [2021-05-04] -,,,,,,,,,,,,
1,36008E+18;0;Glad my parents finally got the COVID vaccine, Maryland’s rollout was slow to say the least.,,,,,,,,,,,
1,38554E+18;1;And here we go again when is this nonsense going to stop all part of the UN signed agenda 21 first roll out a HOAX Virus then fear people into taking a dangerous vaccine,,,,,,,,,,,,
1,"34331E+18;0;""So glad to get my first dose of the Pfizer COVID vax this afternoon. ",,,,,,,,,,,,
,,,,,,,,,,,,,
We’ve been doing COVID swab testing of patients since April so @imwisepatient MDs and MAs qualified for Tier 1a. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Thank you to @KCPubHealth and  @KingCountyMS for all you are doing. <U+0001F4AA><U+0001F3FB><U+0001F64F><U+0001F3FB>""",,,,,,,,,,,,,
1,"38766E+18;0;""“Constraints", Yet Tried To Walk The Talk On COVID-19 Vaccine Equity”: India At UN,,,,,,,,,,,
#India #UN #IndiaFightsCOVID19 #COVIDEmergency #COVID19 #vaccine #vaccinated #CoronaPandemic #CoronavirusPandemic ,,,,,,,,,,,,,
"https://t.co/yxjPdc2E2r""",,,,,,,,,,,,,
1,37193E+18;1;I know this is end-game, the COVID vaccine is the mark of the beast it restructures your DNA. All I can say is all you pushing this depopulation agenda will not get away with it. You're all frauds who will be exposed in the end. #vaxx,,,,,,,,,,,
1,34428E+18;1;With my pharmaceutical credentials...I’ll pass on the RUSHED vaccine. Lmk how it works out though <U+0001F485><U+0001F3FE>,,,,,,,,,,,,
1,36037E+18;0;Got my first covid vaccine shot today at Cal Expo. https://t.co/cBmWhz4RXy,,,,,,,,,,,,
1,36034E+18;0;Just received my first dose of the COVID vaccine.  I’m am in awe of science right now.  So, so grateful. https://t.co/gWkUYXTjKY,,,,,,,,,,,
1,34516E+18;1;If either of my parents falls ill as a result of being included in the unethical, untested, experimental vaccine rollout following your advice NOT to give the second dose 21 days after the first (as ALL the trials @pfizer did) - I promise I'll track you down and make you pay... https://t.co/lTi8kWTSIf,,,,,,,,,,
1,"34508E+18;1;""Bureaucrats getting a """"vaccine"""" injection in public view means nothing (could be just saline etc.). The """"vaccine"""" is from the 80% depopulation &amp; """"purple revolution"""" cabal. It'll decrease lifespan by causing cancer", ailments," etc. Ties to spygate. Thread https://t.co/0heTaDzoIu""",,,,,,,,,,
1,34663E+18;0;If you’ve eaten from the food court at Southland mall then you don’t need to worry about what’s in the vaccine,,,,,,,,,,,,
1,38828E+18;0;my first moderna shot on the left and my second one on the right <U+0001F970> (i’m in the middle) https://t.co/8Abh7HzX5M,,,,,,,,,,,,
1,37373E+18;0;soooooooo, it looks like i'm getting my first dose of vaccine tomorrow (bc janky lungs)?!,,,,,,,,,,,
1,"35889E+18;1;""Watch! POWERFUL video by UK doctor about the extreme danger of these EXPERIMENTAL new VAXX. ",,,,,,,,,,,,
He literally weeps <U+0001F622>over the lost lives so far. ,,,,,,,,,,,,,
Share far and wide.,,,,,,,,,,,,,
#COVID19,,,,,,,,,,,,,
(begins at about 2 minutes in),,,,,,,,,,,,,
"https://t.co/LmnNKniHpt""",,,,,,,,,,,,,
1,38749E+18;0;Second shot of Pfizer <U+0001F9A0><U+0001F489><U+2611><U+FE0F> #vaccinated,,,,,,,,,,,,
1,38706E+18;0;Second dose of the Pfizer yesterday. Greatly relieved. #GetVaccinated,,,,,,,,,,,,
1,39045E+18;0;Just got my covid-19 vaccine!! Feeling a bit woozy, I might need a drink lol,,,,,,,,,,,
1,3596E+18;0;Am officially fully vaccinated with #Moderna vax. #vaccinated #MaskUp,,,,,,,,,,,,
1,3589E+18;1;Local Radio Reports 'Many Dying' in Israel Following Pfizer Experimental mRNA Injections https://t.co/7yWWqFeWxc,,,,,,,,,,,,
1,34655E+18;0;if you drive with the windows down on the freeway, you don’t need to worry about what’s in the COVID vaccine,,,,,,,,,,,
1,34367E+18;0;getting my first dose of the covid vaccine on Wednesday wahoo,,,,,,,,,,,,
1,"37126E+18;1;""I trust science. Always will. And it's a rushed vaccine sure", but shit. What you want them to do? ,,,,,,,,,,,
,,,,,,,,,,,,,
"My own gd family is fightibg it. And I don't want to see then suffer due to stupidty.""",,,,,,,,,,,,,
1,"37279E+18;1;""This ably summarises the EU’s failed vaccine rollout &amp; the deadly vaccine politics it has pursued to cover its butt. https://t.co/DuwQerFEOr""",,,,,,,,,,,,
1,39026E+18;0;This afternoon, I gratefully received my  first dose of the COVID-19 vaccine. Getting  vaccinated is the best way to end this pandemic and protect ourselves and one another. <U+2665><U+FE0F> https://t.co/d4t6jPbDj0,,,,,,,,,,,
1,34421E+18;1;Madagascar continued with their herb treatment against the #ChineseVirus while our governments decided to wait for   a possibly dangerous and unproven vaccine. Madagascar currently has no new cases or deaths. https://t.co/9r5sSaiotP,,,,,,,,,,,,
1,34261E+18;0;if you make your hot chocolate with water dont worry about what's in the vaccine <U+0001F64F>,,,,,,,,,,,,
1,"38718E+18;1;""Alert The """"Vaccine"""" Is a Bioweapon - 5 Doctors Testify | Healthcare | Before It's News https://t.co/h9WlwFUjds""",,,,,,,,,,,,
1,39045E+18;0;If you dont want the vaccine DAIS YOUUUUU.. GIMME ITTTTTT,,,,,,,,,,,,
1,"3603E+18;1;""Did you get your 'Gene-Therapy' shot yet?..Hmm?",,,,,,,,,,,,
If you're confused,,,,,,,,,,,,,
That's what Pfizer &amp; Moderna call their shot.  Yep, 'Gene Therapy'.,,,,,,,,,,,,
,,,,,,,,,,,,,
Did you know that all 'Gene Therapy' is completely EXPERIMENTAL?,,,,,,,,,,,,,
,,,,,,,,,,,,,
Yep!,,,,,,,,,,,,,
So, Rethink getting the Covid shot.,,,,,,,,,,,,
"You'll be glad you reconsidered. https://t.co/2BJQLjU4X9""",,,,,,,,,,,,,
1,3469E+18;0;Finally getting my covid vaccine next week!,,,,,,,,,,,,
1,34696E+18;0;not vaccine world :) is fake pandemy,,,,,,,,,,,,
1,37376E+18;0;i get my vaccine tomorrow, cant wait to have that pfizer running through my veins,,,,,,,,,,,
1,36042E+18;0;Took my first shot of Moderna vaccine. So far, I haven't experiencing anything yet.,,,,,,,,,,,
1,38827E+18;0;5 more days til I get my second vaccine no holes will be safe from my wrath,,,,,,,,,,,,
1,34223E+18;0;if you’ve ever been to the underground in bham, don’t worry about what’s in the vaccine,,,,,,,,,,,
1,34374E+18;1;“Although with unproven vaccine” <U+0001F616> https://t.co/OVB19WBhn4,,,,,,,,,,,,
1,"3608E+18;1;""“My take fundamentally is that it’s an experimental vaccine.",,,,,,,,,,,,
,,,,,,,,,,,,,
“It’s a messenger RNA vaccine ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Does not overall warrants using an experimental vaccine.,,,,,,,,,,,,,
,,,,,,,,,,,,,
“You can’t test a drug over a period of less than a year. This has been rushed into production.,,,,,,,,,,,,,
"https://t.co/jhdi63eRtZ""",,,,,,,,,,,,,
1,"34408E+18;1;""The """"vaccine"""" is from the 80% depopulation &amp; """"purple revolution"""" cabal. It'll decrease lifespan by causing cancer", other diseases," etc. &amp; cause sterility. The """"virus"""" is meant to drive people towards the vaccine. Ties to spygate. See pinned thread https://t.co/0heTaDzoIu""",,,,,,,,,,
